id,name,X,Y,area,subcatchment,river,catchment,country,strahler,pfafstetter,rl1.5,rl2,rl5,rl10,rl20,rl50,rl100,rl200,rl500,n_events_obs,TP,FN,FP,recall,precision,f1
2965,GIEssEN,4292500,2722500,625,Rhine,Argen,Rhine,DE,,15411,152.000,180.900,252.000,299.000,344.200,402.600,446.400,490.000,547.600,0,0.000,0.000,0.000,,,
2966,Prijedor,4842500,2457500,3175,Sava,Sana,Danube,BA,,106211,411.900,463.900,592.000,676.700,758.100,863.300,942.200,1020.800,1124.400,0,0.000,0.000,0.000,,,
2967,Doboj,4962500,2437500,9725,Sava,Bosna,Danube,BA,,104111,600.000,768.300,1182.300,1456.400,1719.400,2059.700,2314.800,2568.900,2904.200,1,1.000,0.000,0.000,1.000,1.000,1.000
2968,Vrbanja,4897500,2432500,750,Sava,Vrbanja,Danube,BA,,105421,86.000,105.500,153.400,185.200,215.600,255.000,284.500,314.000,352.800,0,0.000,0.000,0.000,,,
2969,Brodarci,4752500,2517500,2325,Sava,Kupa,Danube,HR,,108511,685.100,762.000,951.100,1076.400,1196.500,1352.000,1468.500,1584.600,1737.700,1,0.000,1.000,0.000,0.000,,0.000
2970,Pleternica,4927500,2502500,750,Sava,Orljava,Danube,HR,,105211,46.600,62.600,102.000,128.100,153.100,185.400,209.700,233.900,265.700,0,0.000,0.000,0.000,,,
2972,Suha,4657500,2572500,575,Sava,Sora,Danube,SI,,109521,179.100,210.200,286.900,337.600,386.300,449.300,496.500,543.600,605.600,0,0.000,0.000,0.000,,,
2973,Rakovec,4762500,2557500,600,Sava,Sutla,Danube,SI,,109141,62.200,78.100,117.200,143.100,168.000,200.200,224.300,248.300,280.000,0,0.000,0.000,0.000,,,
2975,Daljan,4912500,2367500,1150,Sava,Vrbas,Danube,BA,,105451,94.300,129.500,216.200,273.500,328.600,399.800,453.200,506.400,576.600,0,0.000,0.000,0.000,,,
2976,Olovo,5012500,2372500,600,Sava,Krivaja,Danube,BA,,104611,64.600,81.300,122.300,149.500,175.600,209.300,234.600,259.800,293.100,2,1.000,1.000,0.000,0.500,1.000,0.667
2977,Cedovo,5142500,2292500,525,Sava,Vapa,Danube,RS,,102411,20.000,24.200,34.600,41.500,48.100,56.700,63.100,69.400,77.900,2,1.000,1.000,0.000,0.500,1.000,0.667
2978,Lesnica,5057500,2437500,975,Sava,Jadar,Danube,RS,,102211,66.600,96.800,171.100,220.300,267.400,328.500,374.300,419.900,480.000,1,0.000,1.000,1.000,0.000,0.000,0.000
2980,Slovac,5122500,2407500,1000,Sava,Kolubara,Danube,RS,,101211,92.300,122.400,196.200,245.100,292.000,352.700,398.200,443.500,503.400,0,0.000,0.000,0.000,,,
2983,Sil Belesar,2877500,2337500,4450,Minho,Minho,Minho,ES,1.000,311,271.400,337.400,499.800,607.400,710.500,844.100,944.100,1043.800,1175.300,1,1.000,0.000,1.000,1.000,0.500,0.667
2985,Sil San Esteban,2877500,2312500,7200,Sil,Sil,Minho,ES,2.000,211,613.700,723.600,994.100,1173.200,1345.000,1567.300,1733.900,1900.000,2119.000,0,0.000,0.000,1.000,,0.000,0.000
2986,Sil Bao,2917500,2287500,800,Sil,Bibey,Minho,ES,,221,36.400,41.900,55.500,64.400,73.100,84.200,92.600,100.900,111.800,2,2.000,0.000,1.000,1.000,0.667,0.800
2988,Fuensanta,3257500,1787500,1875,Segura,Segura,Segura,ES,1.000,1,5.000,9.200,19.500,26.300,32.800,41.200,47.500,53.800,62.200,0,0.000,0.000,0.000,,,
2989,Cenajo,3292500,1777500,2650,Segura,Segura,Segura,ES,1.000,1,4.000,7.000,14.600,19.500,24.300,30.500,35.100,39.700,45.800,0,0.000,0.000,0.000,,,
2991,Tranco de Beas,3192500,1772500,700,Guadalquivir,Guadalquivir,Guadalquivir,ES,1.000,1311,7.200,10.800,19.600,25.500,31.100,38.300,43.800,49.200,56.300,0,0.000,0.000,0.000,,,
2992,La Fernandina,3132500,1777500,2150,Guadalen,Guadalen,Guadalquivir,ES,3.000,1021,55.100,68.800,102.500,124.800,146.100,173.800,194.500,215.200,242.500,1,1.000,0.000,0.000,1.000,1.000,1.000
2993,Talarn o Tremp,3567500,2162500,2175,Segre,Noguera Pallaresa,Ebro,ES,3.000,2611,74.800,83.800,106.000,120.700,134.800,153.100,166.700,180.400,198.300,0,0.000,0.000,1.000,,0.000,0.000
2994,Mediano,3512500,2177500,2075,Segre,Cinca,Ebro,ES,3.000,2271,65.700,94.900,166.500,213.900,259.400,318.300,362.500,406.500,464.500,0,0.000,0.000,0.000,,,
2995,Canelles,3542500,2142500,1650,Segre,Noguera Ribagorzana,Ebro,ES,3.000,2411,19.100,23.700,35.300,42.900,50.300,59.700,66.800,73.900,83.300,0,0.000,0.000,3.000,,0.000,0.000
2997,Cedillo,2827500,2012500,56675,Tagus,Tagus,Tagus,ES,1.000,511,1145.000,1494.300,2354.100,2923.400,3469.500,4176.300,4705.900,5233.700,5929.900,3,2.000,1.000,1.000,0.667,0.667,0.667
2998,Valdecanas,2982500,1992500,36700,Tagus,Tagus,Tagus,ES,1.000,711,159.300,235.500,423.200,547.500,666.700,821.000,936.600,1051.800,1203.800,2,2.000,0.000,0.000,1.000,1.000,1.000
3000,Entrepenas,3242500,2027500,3850,Tagus,Tagus,Tagus,ES,1.000,911,40.200,50.400,75.700,92.400,108.500,129.200,144.800,160.300,180.700,1,1.000,0.000,1.000,1.000,0.500,0.667
3001,Atazar,3192500,2077500,975,Jarama,Jarama,Tagus,ES,2.000,831,21.300,31.700,57.100,74.000,90.100,111.100,126.700,142.400,163.000,1,0.000,1.000,1.000,0.000,0.000,0.000
3002,Buendia,3237500,2017500,3950,Tagus,Tagus,Tagus,ES,1.000,911,21.800,32.500,58.700,76.100,92.700,114.300,130.400,146.500,167.800,1,1.000,0.000,1.000,1.000,0.500,0.667
3003,Alcantara,2872500,2007500,52150,Tagus,Tagus,Tagus,ES,1.000,531,588.800,792.900,1295.000,1627.500,1946.500,2359.300,2668.700,2976.900,3383.500,3,2.000,1.000,0.000,0.667,1.000,0.800
3004,Benageber,3367500,1922500,4200,Turia,Turia,Turia,ES,1.000,1,20.900,29.600,51.200,65.500,79.200,96.900,110.200,123.500,140.900,0,0.000,0.000,0.000,,,
3005,Tous,3402500,1842500,17675,Jucar,Jucar,Jucar,ES,1.000,51,22.700,36.000,68.700,90.300,111.100,138.000,158.100,178.200,204.700,1,0.000,1.000,0.000,0.000,,0.000
3006,Contreras,3332500,1897500,3425,Cabriel,Cabriel,Jucar,ES,2.000,61,7.000,8.900,13.600,16.700,19.700,23.500,26.400,29.300,33.100,3,0.000,3.000,0.000,0.000,,0.000
3007,Alarcon,3277500,1917500,2950,Jucar,Jucar,Jucar,ES,1.000,93,144.300,241.100,479.500,637.300,788.600,984.500,1131.300,1277.600,1470.600,1,0.000,1.000,0.000,0.000,,0.000
3008,Garcia de Sola,3007500,1917500,25875,Guadiana,Guadiana,Guadiana,ES,1.000,1111,45.200,92.900,210.200,287.900,362.500,458.900,531.200,603.200,698.200,0,0.000,0.000,0.000,,,
3010,Cijara,3027500,1932500,24825,Guadiana,Guadiana,Guadiana,ES,1.000,1111,45.200,117.200,294.300,411.600,524.200,669.800,778.900,887.700,1031.200,0,0.000,0.000,0.000,,,
3011,Serena,2992500,1892500,7375,Zujar,Zujar,Guadiana,ES,2.000,1011,84.800,142.200,283.600,377.200,467.000,583.200,670.300,757.000,871.500,0,0.000,0.000,0.000,,,
3012,Cuerda del Pozo,3272500,2172500,575,Douro,Douro,Douro,ES,1.000,19511,6.200,10.000,19.400,25.600,31.500,39.200,45.000,50.700,58.300,2,2.000,0.000,0.000,1.000,1.000,1.000
3013,Cernadilla,2967500,2247500,650,Esla,Tera,Douro,ES,3.000,14411,42.000,58.200,98.000,124.400,149.700,182.500,207.000,231.500,263.700,0,0.000,0.000,2.000,,0.000,0.000
3014,Aguilar de campoo,3157500,2297500,875,Pisuerga,Pisuerga,Douro,ES,2.000,18711,44.000,57.200,89.900,111.600,132.300,159.200,179.300,199.300,225.800,0,0.000,0.000,0.000,,,
3017,Santa Teresa,3007500,2092500,2225,Tormes,Tormes,Douro,ES,2.000,12111,110.800,187.300,375.700,500.400,620.000,774.900,890.900,1006.500,1159.000,4,3.000,1.000,0.000,0.750,1.000,0.857
3019,Riano,3092500,2327500,700,Esla,Esla,Douro,ES,1.000,14931,61.000,86.800,150.300,192.300,232.700,284.800,323.900,362.900,414.300,0,0.000,0.000,1.000,,0.000,0.000
3020,Ricobayo,2997500,2192500,16250,Esla,Esla,Douro,ES,1.000,14111,353.100,471.700,763.600,956.900,1142.200,1382.200,1562.000,1741.100,1977.500,0,0.000,0.000,0.000,,,
3021,45836_Brodarevo_Lim,5112500,2287500,2750,Sava,Lim,Danube,RS,,102431,229.600,281.000,407.400,491.100,571.400,675.300,753.200,830.800,933.200,0,0.000,0.000,2.000,,0.000,0.000
3022,45842_Priboj_Lim,5087500,2322500,3550,Sava,Lim,Danube,RS,,102431,253.800,310.500,450.100,542.500,631.100,745.900,831.800,917.500,1030.500,0,0.000,0.000,2.000,,0.000,0.000
3025,Brodské,4837500,2867500,9950,Morava,Morava,Danube,SK,,183111,263.200,328.800,490.300,597.200,699.700,832.400,931.900,1031.000,1161.700,0,0.000,0.000,0.000,,,
3030,Guadiana Menor - Úbeda,3157500,1742500,7025,Guadiana menor,Guadiana menor,Guadalquivir,ES,2.000,1211,4.500,7.000,13.100,17.100,21.000,26.000,29.800,33.500,38.500,0,0.000,0.000,0.000,,,
3031,Guadaira - Sevilla,2912500,1732500,1300,Guadiamar,Guadaira,Guadalquivir,ES,2.000,141,88.200,129.300,230.500,297.600,361.800,445.000,507.400,569.500,651.400,0,0.000,0.000,0.000,,,
3032,Genil - Puente Tocón,3082500,1682500,2850,Genil,Genil,Guadalquivir,ES,2.000,411,34.600,48.900,84.400,107.800,130.300,159.500,181.300,203.000,231.700,1,0.000,1.000,1.000,0.000,0.000,0.000
3034,Guadalquivir  - Santo Tomé,3172500,1762500,975,Guadalquivir,Guadalquivir,Guadalquivir,ES,1.000,1311,8.300,12.300,22.200,28.800,35.100,43.200,49.400,55.400,63.500,0,0.000,0.000,1.000,,0.000,0.000
3035,Genil - Puente Genil,3012500,1717500,6050,Genil,Genil,Guadalquivir,ES,2.000,411,61.400,91.500,165.800,215.000,262.100,323.200,368.900,414.500,474.700,0,0.000,0.000,0.000,,,
3036,Rivera de Huelva - Cala,2902500,1772500,1025,Guadiamar,Huelva,Guadalquivir,ES,2.000,161,33.900,54.700,105.900,139.800,172.300,214.400,245.900,277.300,318.700,0,0.000,0.000,0.000,,,
3037,Corbones - Carmona,2942500,1742500,1675,Corbones,Corbones,Guadalquivir,ES,2.000,361,24.900,40.200,77.900,102.800,126.700,157.700,180.900,204.000,234.500,0,0.000,0.000,0.000,,,
3041,Guadiamar - El Guijo,2887500,1747500,650,Guadiamar,Guadiamar,Guadalquivir,ES,2.000,121,39.900,50.900,78.200,96.200,113.500,135.900,152.700,169.400,191.500,0,0.000,0.000,0.000,,,
3042,Guadalquivir - Arroyo de María,3147500,1772500,2575,Guadalimar,Guadalimar,Guadalquivir,ES,2.000,1031,53.000,97.800,208.100,281.100,351.100,441.800,509.700,577.400,666.700,0,0.000,0.000,1.000,,0.000,0.000
3043,Guarrizas - Ruinas de Puente,3132500,1787500,700,Guadalen,Guarrizas,Guadalquivir,ES,4.000,1022,2.700,4.800,9.800,13.100,16.200,20.300,23.400,26.500,30.500,0,0.000,0.000,1.000,,0.000,0.000
3046,Rivera de Huesna - Villanueva del Río y Minas,2937500,1767500,525,Corbones,Huesna,Guadalquivir,ES,2.000,341,10.900,17.200,32.900,43.200,53.100,66.000,75.600,85.200,97.800,0,0.000,0.000,0.000,,,
3047,Rivera de Huelva - Zufre,2882500,1797500,600,Guadiamar,Huelva,Guadalquivir,ES,2.000,161,25.700,39.600,73.800,96.500,118.200,146.300,167.400,188.400,216.200,0,0.000,0.000,0.000,,,
3078,Guadalhorce - Cártama,3012500,1642500,2850,Guadalhorce,Guadalhorce,Guadalhorce,ES,1.000,1,146.100,223.000,412.200,537.500,657.600,813.100,929.700,1045.800,1199.000,0,0.000,0.000,0.000,,,
3079,Guadaldeo - Órgiva,3122500,1637500,550,Guadalfeo,Guadalfeo,Guadalfeo,ES,1.000,1,12.800,20.800,40.600,53.600,66.200,82.400,94.600,106.700,122.700,1,1.000,0.000,2.000,1.000,0.333,0.500
3081,Almanzora - Cantoria,3237500,1672500,1100,Almanzora,Almanzora,Almanzora,ES,1.000,1,23.400,41.300,85.300,114.400,142.300,178.400,205.500,232.500,268.100,0,0.000,0.000,1.000,,0.000,0.000
3083,Alamo - Benalup de Sidonia,2902500,1622500,675,Barbate,Alamo,Barbate,ES,1.000,1,43.800,66.000,120.400,156.500,191.100,235.800,269.400,302.800,346.900,1,0.000,1.000,0.000,0.000,,0.000
3086,Masies de Roda (Ter i Gurri),3677500,2132500,1225,Ter,Ter,Ter,ES,1.000,1,48.700,74.800,138.900,181.400,222.200,274.900,314.400,353.800,405.700,0,0.000,0.000,0.000,,,
3087,Sortida d'Embassament de Sau (Vilanova de Sau),3697500,2127500,1800,Ter,Ter,Ter,ES,1.000,1,51.100,84.100,165.300,219.100,270.700,337.500,387.500,437.400,503.100,0,0.000,0.000,0.000,,,
3093,Gunja,5017500,2457500,63075,Sava,Sava,Danube,HR,,103111,2932.600,3219.600,3925.900,4393.600,4842.100,5422.800,5857.900,6291.400,6863.300,0,0.000,0.000,0.000,,,
3094,Rannu-Jõesuu,5252500,4027500,3575,Emajogi,Emajogi,Narva,EE,2.000,2,143.700,169.500,233.200,275.400,315.800,368.100,407.400,446.400,498.000,0,0.000,0.000,0.000,,,
3095,Tartu,5287500,4037500,8075,Emajogi,Emajogi,Narva,EE,2.000,2,197.000,237.500,336.900,402.800,466.000,547.800,609.000,670.100,750.600,0,0.000,0.000,0.000,,,
3096,Vasknarva,5332500,4117500,49625,Narva,Narva,Narva,EE,1.000,1,699.100,788.800,1009.400,1155.400,1295.600,1476.900,1612.800,1748.200,1926.900,0,0.000,0.000,0.000,,,
3097,Oore,5182500,4022500,4825,Parnu,Parnu,Parnu,EE,1.000,1,203.700,239.300,326.700,384.700,440.200,512.100,566.000,619.700,690.500,0,0.000,0.000,0.000,,,
3098,Kasari,5127500,4037500,2675,Kasari,Kasari,Kasari,EE,1.000,1,118.500,136.600,181.200,210.700,239.000,275.700,303.200,330.600,366.700,0,0.000,0.000,0.000,,,
3099,La Moselle à Saint-Mard et à Tonnoy et à Velle-sur-Moselle,4042500,2832500,2025,Moselle,Moselle,Rhine,FR,,4571,399.400,460.300,610.200,709.500,804.700,928.000,1020.300,1112.400,1233.800,0,0.000,0.000,1.000,,0.000,0.000
3100,La Moselle à Toul,4017500,2847500,3325,Moselle,Moselle,Rhine,FR,,4571,452.700,516.400,673.400,777.300,876.900,1005.900,1102.600,1198.900,1326.000,0,0.000,0.000,1.000,,0.000,0.000
3101,La Meurthe à Laneuveville-devant-Nancy [la Madeleine],4047500,2842500,2800,Moselle,Meurthe,Rhine,FR,,4561,129.300,158.800,231.200,279.200,325.200,384.700,429.400,473.800,532.500,0,0.000,0.000,1.000,,0.000,0.000
3102,La Moselle à Custines,4037500,2862500,6950,Moselle,Moselle,Rhine,FR,,4551,595.300,684.000,902.400,1047.000,1185.600,1365.100,1499.600,1633.700,1810.500,0,0.000,0.000,1.000,,0.000,0.000
3103,La Seille à Nomeny,4042500,2872500,975,Moselle,Seille,Rhine,FR,,4541,49.100,61.700,92.800,113.400,133.200,158.700,177.900,196.900,222.100,0,0.000,0.000,1.000,,0.000,0.000
3104,La Seille à Metz,4037500,2887500,1175,Moselle,Seille,Rhine,FR,,4541,57.300,71.300,105.600,128.400,150.200,178.400,199.600,220.700,248.500,0,0.000,0.000,1.000,,0.000,0.000
3105,La Moselle à Hagondange et à Hauconcourt,4042500,2907500,9400,Moselle,Moselle,Rhine,FR,,4531,678.800,781.700,1035.200,1203.000,1363.900,1572.300,1728.400,1884.000,2089.200,0,0.000,0.000,1.000,,0.000,0.000
3106,L'Orne à Rosselange,4032500,2912500,1200,Moselle,Orne,Rhine,FR,,4521,98.400,118.700,168.600,201.600,233.300,274.300,305.000,335.600,376.000,2,1.000,1.000,0.000,0.500,1.000,0.667
3107,La Moselle à Uckange,4042500,2917500,10700,Moselle,Moselle,Rhine,FR,,4511,753.100,864.600,1139.000,1320.700,1495.000,1720.600,1889.600,2058.000,2280.300,0,0.000,0.000,1.000,,0.000,0.000
3108,La Sarre à Sarreguemines et à Sarreinsming,4107500,2892500,3700,Moselle,Saar,Rhine,FR,,4211,229.100,271.700,376.300,445.600,512.100,598.200,662.600,726.900,811.600,0,0.000,0.000,1.000,,0.000,0.000
3109,La Meuse à Domrémy-la-Pucelle,4002500,2822500,1500,Meuse,Meuse,Rhine,FR,,2791,143.800,168.300,228.700,268.600,306.900,356.500,393.600,430.700,479.500,0,0.000,0.000,0.000,,,
3110,La Meuse à Commercy,3997500,2862500,2400,Meuse,Meuse,Rhine,FR,,2791,198.600,234.100,321.400,379.200,434.600,506.400,560.200,613.700,684.400,0,0.000,0.000,0.000,,,
3111,La Meuse à Saint-Mihiel,3992500,2872500,2675,Meuse,Meuse,Rhine,FR,,2791,209.600,245.300,333.100,391.300,447.100,519.300,573.400,627.300,698.400,0,0.000,0.000,0.000,,,
3112,La Meuse à Stenay,3972500,2942500,3975,Meuse,Meuse,Rhine,FR,,2791,263.300,296.700,378.900,433.300,485.500,553.100,603.700,654.200,720.700,1,1.000,0.000,0.000,1.000,1.000,1.000
3113,L'Ouanne à Charny,3802500,2777500,625,Loing,Ouanne,Seine,FR,3.000,821,13.600,18.100,29.000,36.200,43.100,52.000,58.800,65.400,74.300,0,0.000,0.000,0.000,,,
3114,Le Loing à Châlette-sur-Loing [Gué de Lancy],3782500,2797500,2425,Loing,Loing,Seine,FR,2.000,811,46.400,59.900,92.900,114.800,135.800,162.900,183.300,203.600,230.300,1,0.000,1.000,0.000,0.000,,0.000
3115,Le Loing à Épisy,3777500,2827500,3550,Loing,Loing,Seine,FR,2.000,811,67.500,84.300,125.800,153.300,179.700,213.800,239.300,264.800,298.400,1,0.000,1.000,0.000,0.000,,0.000
3116,L'Essonne à la Ferté-Alais et à Guigneville-sur-Essonne,3757500,2847500,1100,"Seine, below Yonne",Essonne,Seine,FR,2.000,721,14.600,16.700,21.900,25.300,28.600,32.900,36.000,39.200,43.400,0,0.000,0.000,2.000,,0.000,0.000
3117,La Seine à Alfortville et à Villeneuve-Saint-Georges et à Vi,3762500,2882500,43400,"Seine, below Marne",Seine,Seine,FR,1.000,511,1046.700,1176.100,1494.500,1705.300,1907.600,2169.300,2365.500,2560.900,2818.800,0,0.000,0.000,1.000,,0.000,0.000
3118,La Seine à Paris,3762500,2877500,30725,"Seine, below Yonne",Seine,Seine,FR,1.000,711,709.000,793.600,1002.000,1140.000,1272.300,1443.600,1571.900,1699.800,1868.600,0,0.000,0.000,2.000,,0.000,0.000
3120,La Seine à Plaines-Saint-Lange,3907500,2782500,775,"Seine, headwaters",Seine,Seine,FR,1.000,1133,26.100,29.400,37.400,42.700,47.800,54.300,59.300,64.200,70.700,0,0.000,0.000,0.000,,,
3121,L'Ource à Autricourt,3917500,2777500,575,"Seine, headwaters",Ource,Seine,FR,2.000,1132,19.200,21.600,27.500,31.400,35.100,39.900,43.500,47.100,51.800,0,0.000,0.000,0.000,,,
3122,La Seine à Bar-sur-Seine,3902500,2792500,2325,"Seine, headwaters",Seine,Seine,FR,1.000,1131,73.700,83.300,106.800,122.400,137.400,156.700,171.200,185.700,204.800,0,0.000,0.000,0.000,,,
3123,La Seine à Courtenot,3897500,2797500,2600,"Seine, headwaters",Seine,Seine,FR,1.000,1131,79.800,90.400,116.400,133.600,150.100,171.500,187.500,203.500,224.500,0,0.000,0.000,0.000,,,
3124,L'Aube à Bar-sur-Aube,3927500,2802500,1300,"Seine, headwaters",Aube,Seine,FR,2.000,1121,28.800,33.700,45.800,53.800,61.500,71.400,78.900,86.300,96.100,0,0.000,0.000,0.000,,,
3125,L'Aube à Arcis-sur-Aube,3887500,2842500,3575,"Seine, headwaters",Aube,Seine,FR,2.000,1121,73.200,81.500,101.900,115.500,128.500,145.300,157.900,170.400,187.000,0,0.000,0.000,0.000,,,
3127,Le Serein à Dissangis,3867500,2737500,675,Yonne,Serein,Seine,FR,3.000,1041,25.100,28.200,35.600,40.600,45.300,51.500,56.100,60.700,66.700,1,0.000,1.000,0.000,0.000,,0.000
3129,L'Armançon à Aisy-sur-Armançon [aval],3887500,2747500,1425,Yonne,Armancon,Seine,FR,3.000,1021,101.200,119.400,164.400,194.100,222.600,259.600,287.300,314.800,351.200,0,0.000,0.000,0.000,,,
3130,L'Armançon à Brienon-sur-Armançon,3847500,2782500,2900,Yonne,Armancon,Seine,FR,3.000,1021,136.600,157.600,209.000,243.100,275.800,318.100,349.800,381.400,423.100,0,0.000,0.000,0.000,,,
3131,L'Epte à Fourges,3712500,2922500,1450,"Seine, below Oise",Epte,Seine,FR,2.000,321,21.500,26.500,38.900,47.100,54.900,65.100,72.700,80.300,90.300,1,0.000,1.000,1.000,0.000,0.000,0.000
3133,L'Eure à Charpont,3692500,2877500,2000,Eure,Eure,Seine,FR,2.000,251,20.600,24.200,33.000,38.800,44.400,51.600,57.100,62.500,69.600,1,0.000,1.000,0.000,0.000,,0.000
3135,L'Avre à Muzy,3682500,2887500,875,Eure,Avre,Seine,FR,3.000,241,8.200,10.400,15.900,19.600,23.100,27.600,31.000,34.400,38.800,0,0.000,0.000,0.000,,,
3136,L'Eure à Cailly-sur-Eure,3682500,2927500,4500,Eure,Eure,Seine,FR,2.000,231,42.100,50.500,71.300,85.000,98.200,115.300,128.100,140.800,157.700,0,0.000,0.000,0.000,,,
3137,L'Iton à Normanville,3677500,2922500,1125,Eure,Iton,Seine,FR,3.000,221,11.900,14.400,20.700,24.800,28.800,33.900,37.800,41.600,46.700,0,0.000,0.000,0.000,,,
3138,L'Eure à Louviers,3677500,2937500,5875,Eure,Eure,Seine,FR,2.000,211,55.600,66.800,94.100,112.200,129.600,152.000,168.900,185.700,207.800,0,0.000,0.000,0.000,,,
3140,Le Rognon à Doulaincourt-Saucourt,3967500,2812500,600,Marne,Rognon,Seine,FR,3.000,632,30.200,33.300,40.800,45.800,50.500,56.700,61.400,66.000,72.100,0,0.000,0.000,0.000,,,
3141,La Saulx à Mognéville,3957500,2862500,500,Marne,Saulx,Seine,FR,3.000,623,17.400,19.500,24.800,28.200,31.500,35.800,39.100,42.300,46.500,1,1.000,0.000,1.000,1.000,0.500,0.667
3142,L'Ornain à Tronville-en-Barrois,3972500,2857500,700,Marne,Ornain,Seine,FR,4.000,622,25.900,28.700,35.400,39.900,44.200,49.800,54.000,58.100,63.600,0,0.000,0.000,2.000,,0.000,0.000
3143,La Saulx à Vitry-en-Perthois,3927500,2862500,2050,Marne,Saulx,Seine,FR,3.000,621,71.100,79.300,99.600,113.000,125.900,142.600,155.100,167.600,184.000,1,0.000,1.000,1.000,0.000,0.000,0.000
3144,La Marne à Châlons-en-Champagne,3907500,2887500,6250,Marne,Marne,Seine,FR,2.000,611,241.900,266.800,328.200,368.900,407.800,458.300,496.100,533.800,583.500,1,0.000,1.000,1.000,0.000,0.000,0.000
3145,L'Aire à Chevières,3952500,2927500,1025,Oise,Aire,Seine,FR,3.000,441,54.200,60.900,77.400,88.400,98.900,112.500,122.600,132.800,146.200,1,0.000,1.000,2.000,0.000,0.000,0.000
3146,L'Aisne à Mouron,3942500,2922500,2425,Oise,Aisne,Seine,FR,2.000,441,115.100,129.800,166.000,190.000,213.100,242.900,265.200,287.400,316.800,1,0.000,1.000,2.000,0.000,0.000,0.000
3147,L'Aisne à Givry,3922500,2947500,3075,Oise,Aisne,Seine,FR,2.000,441,144.600,164.400,213.200,245.500,276.500,316.600,346.600,376.600,416.100,1,0.000,1.000,1.000,0.000,0.000,0.000
3148,L'Oise à Origny-Sainte-Benoite,3852500,2992500,1200,Oise,Oise,Seine,FR,2.000,433,38.400,43.200,55.100,63.000,70.500,80.300,87.600,94.900,104.600,0,0.000,0.000,2.000,,0.000,0.000
3149,La Serre à Pont-à-Bucy,3852500,2972500,1625,Oise,Seine,Seine,FR,1.000,432,40.500,47.400,64.500,75.900,86.700,100.800,111.300,121.800,135.700,0,0.000,0.000,1.000,,0.000,0.000
3150,L'Oise à Sempigny,3817500,2962500,4200,Oise,Oise,Seine,FR,2.000,431,97.800,113.800,153.100,179.100,204.000,236.300,260.500,284.600,316.400,0,0.000,0.000,1.000,,0.000,0.000
3151,L'Orne à May-sur-Orne,3567500,2942500,2525,Orne,Orne,Orne,FR,1.000,1,116.200,128.800,159.900,180.500,200.200,225.700,244.900,263.900,289.100,1,0.000,1.000,0.000,0.000,,0.000
3152,L'Aulne à Châteauneuf-du-Faou,3297500,2877500,1200,Aulne,Aulne,Aulne,FR,1.000,1,91.600,104.900,137.600,159.200,180.000,206.900,227.000,247.100,273.600,1,1.000,0.000,0.000,1.000,1.000,1.000
3153,La Vilaine à Guichen,3447500,2832500,3175,Vilaine,Vilaine,Vilaine,FR,1.000,1,171.800,196.900,258.700,299.600,338.900,389.700,427.700,465.700,515.700,0,0.000,0.000,0.000,,,
3154,La Loire à Bas-en-Basset,3857500,2482500,3325,Loire,Loire,Loire,FR,,9511,344.300,491.000,852.100,1091.200,1320.500,1617.300,1839.800,2061.400,2353.800,1,1.000,0.000,1.000,1.000,0.500,0.667
3155,La Loire à Digoin,3862500,2612500,9400,Loire,Loire,Loire,FR,,9511,554.800,748.500,1225.300,1541.000,1843.800,2235.700,2529.400,2822.000,3208.100,1,1.000,0.000,0.000,1.000,1.000,1.000
3156,L'Arroux à Étang-sur-Arroux,3877500,2652500,1925,Loire,Arroux,Loire,FR,,9411,153.700,184.200,259.200,308.800,356.400,418.100,464.200,510.300,571.000,0,0.000,0.000,0.000,,,
3157,L'Arroux à Rigny-sur-Arroux,3867500,2627500,2275,Arroux,Arroux,Loire,FR,,9411,178.100,211.500,293.500,347.800,399.900,467.300,517.800,568.200,634.600,0,0.000,0.000,0.000,,,
3158,L'Arroux à Digoin,3862500,2617500,3125,Arroux,Arroux,Loire,FR,,9411,219.800,262.200,366.600,435.700,502.000,587.800,652.100,716.200,800.700,0,0.000,0.000,0.000,,,
3159,La Loire à Gilly-sur-Loire,3842500,2622500,13950,Loire,Loire,Loire,FR,,9311,741.700,950.100,1463.100,1802.800,2128.500,2550.200,2866.300,3181.100,3596.500,1,0.000,1.000,0.000,0.000,,0.000
3160,L'Aron à Verneuil,3832500,2657500,1525,Aron,Aron,Loire,FR,,9211,65.300,73.600,94.200,107.800,120.800,137.700,150.400,163.000,179.600,1,1.000,0.000,0.000,1.000,1.000,1.000
3161,La Loire à Nevers,3802500,2677500,18275,Loire,Loire,Loire,FR,,9111,853.200,1051.100,1538.300,1860.800,2170.200,2570.700,2870.800,3169.800,3564.300,0,0.000,0.000,0.000,,,
3162,L'Alagnon à Lempdes-sur-Allagnon,3792500,2497500,1100,Allier,Alagnon,Loire,FR,,8611,96.200,123.100,189.200,232.900,274.900,329.200,369.900,410.500,464.000,1,0.000,1.000,0.000,0.000,,0.000
3163,L'Allier à Coudes,3792500,2522500,5350,Allier,Allier,Loire,FR,,8511,344.700,442.700,683.800,843.500,996.600,1194.900,1343.400,1491.400,1686.700,1,0.000,1.000,0.000,0.000,,0.000
3164,L'Allier à Limons,3812500,2562500,7100,Allier,Allier,Loire,FR,,8511,363.500,459.700,696.300,853.000,1003.300,1197.800,1343.600,1488.800,1680.400,1,0.000,1.000,0.000,0.000,,0.000
